S.No,name,title,culture,dateOfBirth,mother,father,heir,house,spouse,book1_A_Game_Of_Thrones,book2_A_Clash_Of_Kings,book3_A_Storm_Of_Swords,book4_A_Feast_For_Crows,book5_A_Dance_with_Dragons,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,popularity,isAlive,name1,gender_guess
728,Luton,,Northmen,,,,,House Bolton,,0,0,0,0,1,,,,,0,0,,0,0.023411371,0,Luton,unknown
729,Luthor Tyrell (son of Moryn),ser,,,,,,House Tyrell,Elyn Norridge,0,0,1,1,0,,,,1,1,1,,0,0.130434783,1,Luthor,unknown
730,Luthor Tyrell (son of Theodore),,,,,,,House Tyrell,,0,0,1,1,0,,,,,0,0,,0,0.137123746,1,Luthor,unknown
731,Lymond Mallister,seagard,,,,,,House Mallister,,0,0,0,0,0,,,,,0,1,,0,0.013377926,1,Lymond,unknown
732,Lync,,,,,,,Night's Watch,,0,1,0,0,0,,,,,0,0,,0,0.006688963,1,Lync,unknown
733,Lyonel (knight),ser,,,,,,House Lannister,,0,1,0,0,0,,,,,0,1,,0,0.013377926,1,Lyonel,unknown
734,Lyonel Bentley,ser,,,,,,Queensguard,,0,0,0,0,0,,,,,0,1,,0,0.013377926,0,Lyonel,unknown
735,Lyonel Tyrell (lord),lord paramount of the mander,Reach,,,,,House Tyrell,,0,0,0,0,0,,,,,0,1,,0,0.02006689,0,Lyonel,unknown
736,Lysa Meadows,,,,,,,House Meadows,Olymer Tyrell,0,0,1,1,0,,,,1,1,0,,0,0.130434783,1,Lysa,unknown
737,Lyonel Tyrell (son of Leo),,,,,,,House Tyrell,,0,0,1,1,0,,,,,0,0,,0,0.130434783,1,Lyonel,unknown
738,Maddy,,,,,,,House Arryn,,0,0,0,1,1,,,,,0,0,,0,0.013377926,1,Maddy,female
739,Maerie (Goodwife),goodwife,,,,,,,,0,0,1,0,0,,,,,0,1,,0,0.003344482,1,Maerie,unknown
740,Maerie (Whore),,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0.003344482,0,Maerie,unknown
741,Maggy,,,,,,,,,0,0,1,1,0,,,,,0,0,,0,0.056856187,1,Maggy,female
742,Malcolm,ser,,,,,,,,0,1,0,0,0,,,,,0,1,,0,0.006688963,1,Malcolm,male
743,Malleon,grand maester,,,,,,,,1,0,0,0,0,,,,,0,1,,0,0.016722408,1,Malleon,unknown
744,Malliard,wisdom,,,,,,Alchemists' Guild,,0,1,0,0,0,,,,,0,1,,0,0.006688963,1,Malliard,unknown
745,Mallor (Knight),ser,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,1,Mallor,unknown
746,Mallor,,,,,,,House Lannister,,1,0,0,0,0,,,,,0,0,,0,0.006688963,1,Mallor,unknown
747,Manfred Dondarrion,ser,,,,,,House Dondarrion,,0,0,0,0,0,,,,,0,1,,0,0.010033445,1,Manfred,unknown
748,Manfred Lothston,,,,,,,House Lothston,,0,0,0,0,0,,,,,0,0,,0,0.010033445,1,Manfred,unknown
749,Manfred Swann,ser,,,,,,House Swann,,0,0,1,0,0,,,,,0,1,,0,0.016722408,1,Manfred,unknown
750,Manfryd Lothston,,,,,,,House Lothston,,0,0,0,1,0,,,,,0,0,,0,0.006688963,1,Manfryd,unknown
751,Manfryd Yew,ser,,,,,,House Yew,,0,0,0,1,1,,,,,0,1,,0,0.02006689,1,Manfryd,unknown
752,Marei,,,280,,,,Chataya's brothel,,0,1,1,1,1,,,,,0,0,25,0,0.043478261,1,Marei,female
753,Marghaz zo Loraq,,Ghiscari,,,,,House of Loraq,,0,0,0,0,1,,,,,0,0,,0,0.033444816,1,Marghaz,unknown
754,Maris,,Free folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0.006688963,1,Maris,female
755,Marq Grafton,,,,,,,House Grafton,,0,0,0,1,0,,,,,0,0,,0,0.030100334,0,Marq,unknown
756,Martyn Mullendore,uplands,,,,,,House Mullendore,,0,0,0,1,0,,,,,0,1,,0,0.006688963,1,Martyn,unknown
757,Maslyn,,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0.013377926,0,Maslyn,unknown
758,Mathos Mallarawan,,Qartheen,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.016722408,1,Mathos,unknown
759,Matrice,,,,,,,House Baratheon of Dragonstone,,0,1,0,0,0,,,,,0,0,,0,0.003344482,1,Matrice,unknown
760,Matt,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0.003344482,1,Matt,male
761,Maynard,ser,,,,,,,,0,0,1,1,0,,,,,0,1,,0,0.013377926,1,Maynard,male
762,Maynard Plumm,ser,,,,,,House Plumm,,0,0,0,0,0,,,,,0,1,,0,0.023411371,1,Maynard,unknown
763,Mazdhan zo Loraq,,Ghiscaricari,,,,,House of Loraq,,0,0,0,0,1,,,,,0,0,,0,0.010033445,1,Mazdhan,unknown
764,Mebble,,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.006688963,1,Mebble,unknown
765,Meha,,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0.006688963,1,Meha,unknown
766,Mela,,,,,,,House Arryn,,0,0,0,1,1,,,,,0,0,,0,0.010033445,1,Mela,unknown
767,Meizo Mahr,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0.006688963,1,Meizo,unknown
768,Melaquin,maester,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,1,Melaquin,unknown
769,Medwick Tyrell,maester,,,,,,,,0,0,1,1,0,,,,,0,1,,0,0.120401338,1,Medwick,unknown
770,Meliana,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,1,Meliana,unknown
771,Melicent,septa,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.003344482,1,Melicent,unknown
772,Mellei,,,,,,,House Martell,,0,0,0,1,0,,,,,0,0,,0,0.010033445,1,Mellei,unknown
773,Melly,,,,,,,Brotherhood Without Banners,,0,0,1,0,0,,,,,0,0,,0,0.003344482,1,Melly,unknown
774,Mellos,grand maester,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0.237458194,1,Mellos,unknown
775,Meralyn,,Braavosi,,,,,Happy Port,,0,0,0,1,0,,,,,0,0,,0,0.026755853,1,Meralyn,unknown
776,Merling Queen,,Braavosi,,,,,,,0,0,0,1,1,,,,,0,0,,0,0.02006689,1,Merling,unknown
777,Mero,,Braavosi,,,,,Second Sons,,0,0,1,0,1,,,,,0,0,,0,0.046822742,0,Mero,unknown
778,Merrell Florent,,,,,,,House Florent,,0,1,1,1,0,,,,,0,0,,0,0.066889632,1,Merrell,unknown
779,Michael Mertyns,ser,,,,,,House Mertyns,,0,0,0,1,0,,,,,0,1,,0,0.006688963,1,Michael,unknown
780,Miklaz,cupbearer,Ghiscari,,,,,,,0,0,0,0,1,,,,,0,1,,0,0.016722408,1,Miklaz,unknown
781,Mollander,,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.036789298,1,Mollander,unknown
782,Mollos,archmaester,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.010033445,1,Mollos,unknown
783,Moonshadow,,Braavos,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.010033445,1,Moonshadow,unknown
784,Moreo Tumitis,,,268,,,,,,1,0,0,0,0,,,,,0,0,37,0,0.010033445,1,Moreo,unknown
785,Morgarth,ser,,,,,,House Baelish,,0,0,0,1,1,,,,,0,1,,0,0.016722408,1,Morgarth,unknown
786,Moro,khal,Dothraki,,,,,,,1,0,0,1,0,,,,,0,0,,0,0.016722408,1,Moro,unknown
787,Morra,,,,,,,House Martell,,0,0,0,1,0,,,,,0,0,,0,0.010033445,1,Morra,unknown
788,Morrec,,,,,,,House Lannister,,1,0,0,0,0,,,,,0,0,,0,0.026755853,0,Morrec,unknown
789,Mors Manwoody,,,,,,,House Manwoody,,0,0,1,1,0,,,,,0,0,,0,0.023411371,1,Mors,unknown
790,Mortimer Boggs,ser,,,,,,House Boggs,,0,0,0,0,0,,,,,0,1,,0,0.013377926,1,Mortimer,unknown
791,Mors Martell (brother of Doran),,,248,,,,House Martell,,0,0,0,1,0,,,,,0,0,0,0,0.066889632,0,Mors,unknown
792,Mother Mole,,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0.043478261,1,Mother,unknown
793,Mudge (brotherhood),,,,,,,Brotherhood without banners,,0,0,0,0,0,,,,,0,0,,0,0,1,Mudge,unknown
794,Mudge (miller),,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0.003344482,1,Mudge,unknown
795,Mudge (swineherd),,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,,0,0,1,Mudge,unknown
796,Munciter,wisdom,,,,,,Alchemists' Guild,,0,1,0,0,0,,,,,0,1,,0,0.006688963,1,Munciter,unknown
797,Mully,,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0.050167224,1,Mully,unknown
798,Murch,,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.010033445,1,Murch,unknown
799,Murch (Winterfell),,Northmen,,,,,House Stark,,0,1,0,0,0,,,,,0,0,,0,0.003344482,1,Murch,unknown
800,Myles (squire),,,,,,,House Tully,,0,1,0,0,0,,,,,0,0,,0,0.013377926,0,Myles,unknown
801,Myrtle,,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0.046822742,0,Myrtle,female
802,Nage,,,,,,,House Bolton,,0,0,1,0,0,,,,,0,0,,0,0.003344482,1,Nage,unknown
803,Nail,,,,,,,Second Sons,,0,0,0,0,1,,,,,0,0,,0,0.013377926,1,Nail,male
804,Narbert,brotherproctor,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.026755853,1,Narbert,unknown
805,Narbo,,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.010033445,1,Narbo,unknown
806,Nan,,,,,,,House Stark,,1,1,1,1,1,,,,,0,0,,0,0.096989967,1,Nan,mostly_female
807,Ned (ferryman),,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0.003344482,1,Ned,unknown
808,Nella,,Free Folk,,,,,,Craster,0,1,1,1,0,,,,0,1,0,,0,0.02006689,1,Nella,female
809,Ned Woods,,Northmen,,,,,House Woods,,0,0,0,0,1,,,,,0,0,,0,0.016722408,1,Ned,unknown
810,Nissa Nissa,,,,,,,,Azor Ahai,0,1,0,0,0,,,,1,1,0,,0,0.02006689,1,Nissa,unknown
811,Nightingale,,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.016722408,1,Nightingale,unknown
812,Nolla,goodwife,,,,,,,,0,0,1,0,0,,,,,0,1,,0,0,1,Nolla,unknown
813,Norjen,,Ironmen,,,,,Drowned men,,0,0,0,1,0,,,,,0,0,,0,0.006688963,1,Norjen,unknown
814,Norren,archmaester,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.016722408,1,Norren,unknown
815,Nymos,archmaester,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.006688963,1,Nymos,unknown
816,Normund Tyrell,maester,,,,,,,,0,0,1,1,0,,,,,0,1,,0,0.127090301,1,Normund,unknown
817,Ocley,archmaester,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.006688963,1,Ocley,unknown
818,Ogo,khal,Dothraki,,,,,,,1,0,0,0,0,,,,,0,0,,0,0.036789298,0,Ogo,unknown
819,Old Crackbones,,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0,1,Old,unknown
820,Old Grey Gull,,Ironborn,,,,,Drowned men,,0,0,0,1,1,,,,,0,0,,0,0.010033445,1,Old,unknown
821,Old Tattersalt,,,,,,,Night's Watch,,0,0,0,1,1,,,,,0,0,,0,0.013377926,1,Old,unknown
822,Old Henly,,,220,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,79,0,0.013377926,0,Old,unknown
823,Olyvar Oakheart,ser,,,,,,House Oakheart,,0,0,0,1,0,,,,,0,1,,0,0.023411371,0,Olyvar,unknown
824,Olene Tyrell,,,,,,,House Tyrell,Leo Blackbar,0,0,1,1,0,,,,1,1,0,,0,0.127090301,1,Olene,unknown
825,Orbelo,,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.013377926,1,Orbelo,unknown
826,Orivel,ser,,,,,,Kingsguard,,0,0,0,1,0,,,,,0,1,,0,0.003344482,1,Orivel,unknown
827,Orell,,Free Folk,,,,,,,0,1,1,1,1,,,,,0,0,,0,0.080267559,0,Orell,unknown
828,Ormond (knight),ser,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0,0,Ormond,unknown
829,Ormond Osgrey,coldmoat,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,1,,0,0.010033445,1,Ormond,unknown
830,Ormond Westerling,ser,,,,,,House Westerling,,0,0,0,0,0,,,,,0,1,,0,0,1,Ormond,unknown
831,Oro Tendyris,,Braavosi,,,,,,,0,1,1,1,0,,,,,0,0,,0,0.013377926,1,Oro,unknown
832,Ormund Wylde,ser,,,,,,House Wylde,,0,0,0,0,1,,,,,0,1,,0,0.013377926,1,Ormund,unknown
833,Osmynd,septon,,,,,,Faith of the Seven,,0,1,0,0,0,,,,,0,0,,0,0.003344482,1,Osmynd,unknown
834,Ossy,,,,,,,House Royce of the Gates of the Moon,,0,0,0,1,0,,,,,0,0,,0,0.010033445,1,Ossy,unknown
835,Oswyn,,,,,,,Kingswood Brotherhood,,0,0,1,0,0,,,,,0,0,,0,0.003344482,1,Oswyn,unknown
836,Othor,,,,,,,Night's Watch,,1,0,0,0,0,,,,,0,0,,0,0.056856187,0,Othor,unknown
837,Otter Gimpknee,,,,,,,,,0,1,1,0,0,,,,,0,0,,0,0.006688963,1,Otter,unknown
838,Ottomore,,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.006688963,1,Ottomore,unknown
839,Owen (brother of Meribald),,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.013377926,1,Owen,unknown
840,Owen,,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0.036789298,1,Owen,male
841,Owen Inchfield,ser,,,,,,House Inchfield,,0,0,0,1,0,,,,,0,1,,0,0.013377926,1,Owen,unknown
842,Palla,,Northmen,,,,,House Stark,,0,1,0,1,0,,,,,0,0,,1,0.02006689,1,Palla,unknown
843,Pate (Old),,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0.006688963,1,Pate,unknown
844,Pate (Mory),,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0.003344482,1,Pate,unknown
845,Pate (Lancewood),,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0.003344482,1,Pate,unknown
846,Pate (Pinchbottom),,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0.003344482,0,Pate,unknown
847,Pate (Night's Watch),,,,,,,Night's Watch,,0,0,0,0,0,,,,,0,0,,0,0.006688963,1,Pate,unknown
848,Pate (Shermer's Grove),,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0.003344482,1,Pate,unknown
849,Pate (Standfast),,,161,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,100,0,0.013377926,0,Pate,unknown
850,Penny Jenny,,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0.003344482,1,Penny,unknown
851,Penny,,,281,,,,Second Sons,,0,0,1,0,1,,,,,0,0,24,0,0.18729097,1,Penny,female
852,Perros Blackmont,,Dornish,,,,,House Blackmont,,0,0,1,1,0,,,,,0,0,,0,0.02006689,1,Perros,unknown
853,Perwyn Osgrey,coldmoat,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,1,,0,0.006688963,1,Perwyn,unknown
854,Peter Plumm,ser,,,,,,House Plumm,,0,0,1,1,0,,,,,0,1,,0,0.026755853,1,Peter,unknown
855,Plummer,ashford,,,,,,House Ashford,,0,0,0,0,0,,,,,0,1,,0,0,1,Plummer,unknown
856,Poetess,,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.010033445,1,Poetess,unknown
857,Pollitor,wisdom,,,,,,Alchemists' Guild,,0,1,0,0,0,,,,,0,1,,0,0.010033445,1,Pollitor,unknown
858,Porridge,,,,,,,House Baratheon of Dragonstone,,0,0,1,0,0,,,,,0,0,,0,0.006688963,1,Porridge,unknown
859,Porther,,northmen,,,,,House Stark,,1,1,0,0,0,,,,,0,0,,0,0.010033445,1,Porther,unknown
860,Portifer Woodwright,ser,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.010033445,1,Portifer,unknown
861,Poul Pemford,,,,,,,House Pemford,,0,1,0,0,0,,,,,0,0,,0,0.006688963,0,Poul,unknown
862,Poxy Tym,,northmen,,,,,House Stark,,0,1,0,0,0,,,,,0,0,,0,0.010033445,0,Poxy,unknown
863,Praed,,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.016722408,0,Praed,unknown
864,Puckens,,,,,,,House Lannister,,0,0,0,1,0,,,,,0,0,,0,0.013377926,1,Puckens,unknown
865,Pudding,,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0.003344482,1,Pudding,unknown
866,Puddingfoot,,,,,,,Brotherhood without banners,,0,0,1,0,0,,,,,0,0,,0,0.003344482,1,Puddingfoot,unknown
867,Qalen,maester,,,,,,House Greyjoy,,0,1,0,1,0,,,,,0,1,,0,0.010033445,1,Qalen,unknown
868,Qarl the Thrall,,Ironborn,,,,,,,0,0,0,1,1,,,,,0,0,,0,0.016722408,1,Qarl,unknown
869,Qarl Kenning,,Ironborn,,,,,House Kenning of Harlaw,,0,0,0,0,1,,,,,0,0,,0,0.006688963,1,Qarl,unknown
870,Qarl Correy,ser,,,,,,House Velaryon,,0,0,0,0,0,,,,,0,1,,0,0.026755853,1,Qarl,unknown
871,Qarl Shepherd,,Ironborn,,,,,House Shepherd,,0,0,0,0,1,,,,,0,0,,0,0.006688963,1,Qarl,unknown
872,Qarl Quickaxe,,Ironmen,,,,,,,0,0,0,0,1,,,,,0,0,,0,0.003344482,1,Qarl,unknown
873,Qos,wind witch,,,,,,,,1,0,0,0,0,,,,,0,1,,0,0.003344482,1,Qos,unknown
874,Quellon Humble,,Ironborn,,,,,House Humble,,0,0,0,1,1,,,,,0,0,,0,0.02006689,1,Quellon,unknown
875,Quaro,,Dothraki,,,,,,,1,0,0,0,1,,,,,0,0,,0,0.030100334,0,Quaro,unknown
876,Aelinor Penrose,ladyqueen,,,,,,House Penrose,Aerys I Targaryen,0,0,0,0,0,,,,0,1,1,,0,0.163879599,1,Aelinor,unknown
877,Aemon Estermont,ser,Stormlands,,,,,House Estermont,,0,1,1,1,1,,,,,0,1,,0,0.030100334,1,Aemon,unknown
878,Aemon Rivers,ser,,,,,,House Frey,,0,1,1,1,0,,,,,0,1,,0,0.033444816,1,Aemon,unknown
879,Aglantine,septa,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,0,,0,0.013377926,1,Aglantine,unknown
880,Aladale Wynch,ser,Ironborn,,,,,House Wynch,,0,1,1,0,0,,,,,0,1,,0,0.02006689,0,Aladale,unknown
881,Albett,,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0.033444816,1,Albett,unknown
882,Albar Royce,ser,,,,,,House Royce of the Gates of the Moon,,1,1,1,1,1,,,,,0,1,,0,0.033444816,1,Albar,unknown
883,Alesander Staedmon,broad arch,,,,,,House Staedmon,,0,1,1,1,0,,,,,0,1,,0,0.013377926,1,Alesander,unknown
884,Alekyne Florent,brightwater,,,,,,House Florent,,0,1,1,1,0,,,,,0,1,,0,0.066889632,1,Alekyne,unknown
885,Alesander Frey,,,265,,,,House Frey,,0,1,1,1,0,,,,,0,0,40,0,0.143812709,1,Alesander,unknown
886,Alester Norcross,,,290,,,,House Norcross,,0,1,1,1,0,,,,,0,0,15,0,0.080267559,1,Alester,unknown
887,Allard Seaworth,lady marya,,,,,,House Seaworth,,0,1,1,1,1,,,,,0,1,,0,0.063545151,0,Allard,unknown
888,Allar Deem,,,,,,,City Watch of King's Landing,,0,1,0,0,0,,,,,0,0,,0,0.043478261,0,Allar,unknown
889,Alla Tyrell,,,286,,,,House Tyrell,,0,0,1,1,1,,,,,0,0,19,0,0.150501672,1,Alla,unknown
890,Alyn Cockshaw,lord,,,,,,House Cockshaw,,0,0,0,0,0,,,,,0,1,,0,0.040133779,0,Alyn,unknown
891,Alyce Graceford,lady,,,,,,House Graceford,,0,0,1,1,1,,,,,0,1,,0,0.023411371,1,Alyce,unknown
892,Alyn Connington,ser,,,,,,House Connington,,0,0,1,1,0,,,,,0,1,,0,0.060200669,1,Alyn,unknown
893,Alyn Ambrose,,,,,,,House Ambrose,,0,1,1,1,1,,,,,0,0,,0,0.033444816,1,Alyn,unknown
894,Alyn Estermont,ser,Stormlands,,,,,House Estermont,,0,1,1,1,1,,,,,0,1,,0,0.026755853,1,Alyn,unknown
895,Alyn Stackspear,ser,,,,,,House Stackspear,,1,1,1,1,1,,,,,0,1,,0,0.026755853,1,Alyn,unknown
896,Alyn Frey,,,295,,,,House Frey,,0,1,1,1,0,,,,,0,0,10,0,0.137123746,1,Alyn,unknown
897,Alyn Haigh,,,256,,,,House Haigh,,0,1,1,1,0,,,,,0,0,49,0,0.073578595,1,Alyn,unknown
898,Alysanne Bulwer,blackcrown,,291,,,,House Bulwer,,0,0,1,1,1,,,,,0,1,14,0,0.153846154,1,Alysanne,unknown
899,Alysanne Lefford,golden tooth,,,,,,House Lefford,,0,0,0,1,1,,,,,0,1,,0,0.013377926,1,Alysanne,unknown
900,Alys Frey,,,,,,,House Frey,Jared Frey,0,1,1,1,0,,,,0,1,0,,0,0.066889632,1,Alys,unknown
901,Alyssa Blackwood,lady,,,,,,House Blackwood,Walder Frey,0,1,1,1,1,,,,1,1,1,,0,0.096989967,0,Alyssa,unknown
902,Alyx Frey,,,282,,,,House Frey,,0,1,1,1,0,,,,,0,0,23,0,0.143812709,1,Alyx,unknown
903,Amarei Crakehall,,,245,,,,House Crakehall,Walder Frey,0,1,1,1,1,,,,1,1,0,19,0,0.153846154,0,Amarei,unknown
904,Ambrose Butterwell,whitewalls,,160,,,,House Butterwell,Lady,0,0,0,0,0,,,,1,1,1,100,0,0.414715719,0,Ambrose,unknown
905,Andar Royce,ser,Valemen,,,,,House Royce,,1,1,1,1,1,,,,,0,1,,0,0.040133779,1,Andar,unknown
906,Andros Brax,hornvale,,,,,,House Brax,,1,0,1,0,0,,,,,0,1,,0,0.053511706,0,Andros,unknown
907,Antario Jast,lord,,,,,,House Jast,Lanna Lannister,0,1,1,1,1,,,,1,1,1,,0,0.080267559,1,Antario,unknown
908,Andrew Estermont,ser,,,,,,House Estermont,,0,1,1,1,1,,,,,0,1,,0,0.036789298,1,Andrew,unknown
909,Annara Farring,lady,,,,,,House Farring,Walder Frey,0,1,1,1,1,,,,1,1,1,,0,0.063545151,1,Annara,unknown
910,Ardrian Celtigar,claw isle,,229,,,,House Celtigar,,0,1,1,0,0,,,,,0,1,76,0,0.043478261,1,Ardrian,unknown
911,Anya Waynwood,ironoaks,,,,,,House Waynwood,,1,1,1,1,1,,,,,0,1,,0,0.086956522,1,Anya,unknown
912,Androw Frey,,,295,,,,House Frey,,0,1,1,1,0,,,,,0,0,10,0,0.133779264,1,Androw,unknown
913,Armond Caswell,bitterbridge,,,,,,House Caswell,,0,0,0,0,0,,,,,0,1,,0,0.006688963,1,Armond,unknown
914,Arthur Ambrose,lord,,,,,,House Ambrose,Alysanne Hightower,0,0,1,1,1,,,,1,1,1,,0,0.060200669,1,Arthur,unknown
915,Arthor Karstark,,Northmen,,,,,House Karstark,,0,0,0,0,1,,,,,0,0,,0,0.043478261,1,Arthor,unknown
916,Arwyn Frey,,,285,,,,House Frey,,0,1,1,1,1,,,,,0,0,20,0,0.046822742,1,Arwyn,unknown
917,Artos Stark,,Northmen,,,,,House Stark,Lysara Karstark,0,1,0,0,1,,,,1,1,0,,0,0.10367893,1,Artos,unknown
918,Arwood Frey,ser,,263,,,,House Frey,Ryella Royce,0,1,1,1,0,,,,1,1,1,42,0,0.163879599,1,Arwood,unknown
919,Lord Ashford,ashford,Reach,,,,,House Ashford,,0,0,0,0,0,,,,,0,1,,0,0.010033445,1,Lord,unknown
920,Azzak,cupbearer,Ghiscari,,,,,House of Ghazeen,,0,0,0,0,1,,,,,0,1,,0,0.016722408,1,Azzak,unknown
921,Baelor Hightower,ser,,,,,,House Hightower,Rhonda Rowan,0,0,1,1,0,,,,1,1,1,,0,0.066889632,1,Baelor,unknown
922,Balman Byrch,ser,,,,,,House Byrch,Falyse Stokeworth,0,0,1,1,1,,,,0,1,1,,0,0.073578595,0,Balman,unknown
923,Barth,septon,,,,,,Faith of the Seven,,0,0,1,1,1,,,,,0,0,,0,0.35451505,0,Barth,unknown
924,Bayard Norcross,ser,,,,,,House Norcross,,0,0,0,1,1,,,,,0,1,,0,0.02006689,1,Bayard,unknown
925,Bedwyck,,,,,,,Night's Watch,,0,1,1,1,1,,,,,0,0,,0,0.050167224,1,Bedwyck,unknown
926,Barthogan Stark,winterfell,Northmen,,,,,House Stark,,0,1,0,0,0,,,,,0,1,,0,0.127090301,1,Barthogan,unknown
927,Bellena Hawick,,,,,,,House Hawick,Hosteen Frey,0,1,1,1,0,,,,1,1,0,,0,0.133779264,1,Bellena,unknown
928,Benedar Belmore,strongsong,,,,,,House Belmore,,0,0,0,1,1,,,,,0,1,,0,0.026755853,1,Benedar,unknown
929,Benedict Broom,ser,,,,,,House Broom,,0,1,1,1,1,,,,,0,1,,0,0.02006689,1,Benedict,unknown
930,Bennard Brune,ser,,,,,,House Brune of Brownhollow,,0,0,0,1,0,,,,,0,1,,0,0.010033445,1,Bennard,unknown
931,Benfrey Frey,ser,,271,,,,House Frey,Jyanna Frey,0,1,1,1,1,,,,1,1,1,28,0,0.073578595,0,Benfrey,unknown
932,Beren Tallhart,,Northmen,289,,,,House Tallhart,,0,1,1,1,1,,,,,0,0,16,0,0.070234114,1,Beren,unknown
933,Berena Hornwood,,Northmen,,,,,House Hornwood,Leobald Tallhart,0,1,1,1,1,,,,0,1,0,,0,0.063545151,1,Berena,unknown
934,Beth Cassel,,Northmen,289,,,,House Cassel,,1,1,1,1,1,,,,,0,0,16,0,0.070234114,1,Beth,unknown
935,Beron Stark,winterfell,Northmen,,,,,House Stark,Lorra Royce,0,1,0,0,0,,,,1,1,1,,0,0.234113712,1,Beron,unknown
936,Bhakaz zo Loraq,cupbearer,Ghiscari,,,,,House of Loraq,,0,0,0,0,1,,,,,0,1,,0,0.003344482,1,Bhakaz,unknown
937,Bethany Redwyne,goldengrove,,,,,,House Redwyne,Mathis Rowan,1,0,0,0,0,,,,1,1,1,,0,0.060200669,1,Bethany,unknown
938,Bethany Rosby,lady,,265,,,,House Rosby,Walder Frey,0,1,1,1,1,,,,1,1,1,17,0,0.066889632,0,Bethany,unknown
939,Black Bernarr,,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0.02006689,1,Black,unknown
940,Betharios of Braavos,,,,,,,House Frey,Symond Frey,0,1,1,1,0,,,,0,1,0,,0,0.140468227,1,Betharios,unknown
941,Boremund Harlaw,harridan hill,Ironborn,,,,,House Harlaw of Harridan Hill,,0,0,0,1,1,,,,,0,1,,0,0.063545151,1,Boremund,unknown
942,Bradamar Frey,,,289,,,,House Frey,,0,1,1,1,0,,,,,0,0,16,0,0.140468227,1,Bradamar,unknown
943,Branston Cuy,lord of sunflower hall,,,,,,House Cuy,,0,0,0,1,0,,,,,0,1,,0,0.006688963,1,Branston,unknown
944,Brandon Tallhart,,Northmen,284,,,,House Tallhart,,0,1,1,1,1,,,,,0,0,21,0,0.060200669,1,Brandon,unknown
945,Bryan Fossoway,ser,,,,,,House Fossoway of Cider Hall,,0,1,0,0,0,,,,,0,1,,0,0.026755853,0,Bryan,unknown
946,Bryan Frey,,,281,,,,House Frey,,0,1,1,1,0,,,,,0,0,24,0,0.100334448,1,Bryan,unknown
